v1
3,4,4,3
3,5,5,3
3,6,6,3
3,7,7,3
3,9,8,3
3,11,8,3
3,10,8,3
3,12,12,3
3,13,12,3
3,14,14,3
3,15,15,3
3,16,16,3
3,17,17,3
3,18,18,3
3,19,18,3
3,20,20,3
3,21,21,3
3,22,22,3
3,23,23,3
3,24,24,3
3,26,25,3
3,25,25,3
3,27,27,3
3,28,27,3
3,29,29,3
3,30,30,3
3,31,31,3
3,32,32,3
3,33,33,3
3,34,33,3
3,35,33,3
3,36,36,3
3,38,37,3
3,37,37,3
3,39,39,3
3,41,40,3
3,43,42,3
3,42,42,3
3,44,44,3
3,45,45,3
3,46,46,3
3,55,53,3
3,54,53,3
3,56,56,3
3,57,57,3
3,58,58,3
3,59,59,3
3,60,60,3
3,61,60,3
3,62,62,3
3,64,63,3
3,65,65,3
3,66,66,3
3,67,67,3
3,68,68,3
3,69,69,3
3,70,70,3
3,71,71,3
3,72,71,3
3,73,73,3
3,74,74,3
3,75,75,3
3,76,76,3
3,77,77,3
3,3,3,4
4,4,4,4
4,5,5,4
4,6,6,4
4,7,7,4
3,8,8,4
4,10,8,4
4,9,8,4
4,11,8,4
4,12,12,4
4,13,12,4
4,14,14,4
4,15,15,4
4,16,16,4
4,17,17,4
4,19,18,4
4,18,18,4
4,20,20,4
4,21,21,4
4,26,25,4
4,27,27,4
4,28,27,4
4,29,29,4
4,30,30,4
4,31,31,4
4,35,33,4
4,36,36,4
4,38,37,4
4,39,39,4
3,40,40,4
3,48,47,4
3,47,47,4
3,49,49,4
3,50,50,4
3,51,51,4
3,52,51,4
3,53,53,4
3,63,63,4
3,78,78,4
3,79,79,4
4,3,3,5
5,4,4,5
5,5,5,5
5,6,6,5
5,7,7,5
5,10,8,5
6,11,8,5
5,13,12,5
5,8,8,5
5,9,8,5
5,11,8,5
5,13,12,5
5,14,14,5
5,15,15,5
5,16,16,5
5,17,17,5
5,19,18,5
5,20,20,5
4,22,22,5
4,23,23,5
4,24,24,5
4,25,25,5
5,28,27,5
5,29,29,5
4,32,32,5
4,34,33,5
4,33,33,5
4,37,37,5
4,40,40,5
4,41,40,5
4,42,42,5
4,43,42,5
4,44,44,5
4,45,45,5
4,46,46,5
4,48,47,5
4,47,47,5
4,49,49,5
4,50,50,5
4,51,51,5
4,52,51,5
4,55,53,5
4,53,53,5
4,54,53,5
4,56,56,5
4,57,57,5
4,58,58,5
4,59,59,5
4,61,60,5
4,60,60,5
4,62,62,5
4,63,63,5
4,64,63,5
4,65,65,5
4,66,66,5
4,67,67,5
4,68,68,5
4,69,69,5
4,70,70,5
4,72,71,5
4,71,71,5
4,73,73,5
4,74,74,5
4,75,75,5
4,76,76,5
4,77,77,5
4,78,78,5
4,79,79,5
5,3,3,6
6,4,4,6
6,5,5,6
6,6,6,6
6,7,7,6
6,10,8,6
7,11,8,6
6,12,12,6
6,14,14,6
6,14,14,6
6,15,15,6
6,16,16,6
6,17,17,6
6,19,18,6
6,20,20,6
6,20,20,6
5,21,21,6
5,22,22,6
5,23,23,6
5,24,24,6
5,26,25,6
6,28,27,6
6,28,27,6
6,29,29,6
6,29,29,6
5,30,30,6
5,31,31,6
5,32,32,6
5,34,33,6
5,33,33,6
5,35,33,6
5,36,36,6
5,38,37,6
5,37,37,6
5,39,39,6
5,41,40,6
5,40,40,6
5,42,42,6
5,43,42,6
5,44,44,6
5,45,45,6
5,46,46,6
5,48,47,6
5,47,47,6
5,49,49,6
5,50,50,6
5,51,51,6
5,52,51,6
5,54,53,6
5,53,53,6
5,55,53,6
5,56,56,6
5,57,57,6
5,58,58,6
5,59,59,6
5,60,60,6
5,61,60,6
5,62,62,6
5,63,63,6
5,64,63,6
5,65,65,6
5,66,66,6
5,67,67,6
5,68,68,6
5,69,69,6
5,70,70,6
5,71,71,6
5,72,71,6
5,73,73,6
5,74,74,6
5,75,75,6
5,76,76,6
5,77,77,6
5,78,78,6
5,79,79,6
6,3,3,7
7,4,4,7
8,4,4,7
7,5,5,7
7,6,6,7
7,7,7,7
7,10,8,7
7,13,12,7
7,14,14,7
8,11,8,7
7,13,12,7
7,12,12,7
7,16,16,7
8,12,12,7
7,14,14,7
7,16,16,7
7,17,17,7
6,18,18,7
7,19,18,7
7,20,20,7
6,21,21,7
6,22,22,7
6,23,23,7
6,24,24,7
6,26,25,7
7,28,27,7
7,28,27,7
7,29,29,7
7,29,29,7
6,30,30,7
6,31,31,7
6,32,32,7
6,34,33,7
6,35,33,7
6,33,33,7
6,36,36,7
6,38,37,7
6,37,37,7
6,39,39,7
6,40,40,7
6,41,40,7
6,42,42,7
6,43,42,7
6,44,44,7
6,45,45,7
6,46,46,7
6,48,47,7
6,47,47,7
6,49,49,7
6,50,50,7
6,52,51,7
6,51,51,7
6,53,53,7
6,55,53,7
6,54,53,7
6,56,56,7
6,57,57,7
6,58,58,7
6,59,59,7
6,60,60,7
6,61,60,7
6,62,62,7
6,63,63,7
6,64,63,7
6,65,65,7
6,66,66,7
6,67,67,7
6,68,68,7
6,69,69,7
6,70,70,7
6,72,71,7
6,71,71,7
6,73,73,7
6,74,74,7
6,75,75,7
6,76,76,7
6,77,77,7
6,78,78,7
6,79,79,7
9,4,4,8
8,5,5,8
8,6,6,8
7,9,8,8
9,11,8,8
8,10,8,8
8,13,12,8
9,12,12,8
8,14,14,8
7,15,15,8
8,15,15,8
8,19,18,8
8,20,20,8
8,20,20,8
7,21,21,8
7,22,22,8
7,23,23,8
7,24,24,8
7,25,25,8
7,26,25,8
7,27,27,8
7,30,30,8
7,31,31,8
7,32,32,8
7,33,33,8
7,35,33,8
7,34,33,8
7,36,36,8
7,37,37,8
7,38,37,8
7,39,39,8
7,40,40,8
7,41,40,8
7,43,42,8
7,42,42,8
7,44,44,8
7,45,45,8
7,46,46,8
7,48,47,8
7,47,47,8
7,49,49,8
7,50,50,8
7,51,51,8
7,52,51,8
7,55,53,8
7,54,53,8
7,53,53,8
7,56,56,8
7,57,57,8
7,58,58,8
7,59,59,8
7,60,60,8
7,61,60,8
7,62,62,8
7,63,63,8
7,64,63,8
7,65,65,8
7,66,66,8
7,67,67,8
7,68,68,8
7,69,69,8
7,70,70,8
7,71,71,8
7,72,71,8
7,73,73,8
7,74,74,8
7,75,75,8
7,76,76,8
7,77,77,8
7,78,78,8
7,79,79,8
7,3,3,9
10,4,4,9
9,5,5,9
9,6,6,9
8,7,7,9
9,10,8,9
10,12,12,9
10,11,8,9
9,14,14,9
10,12,12,9
9,13,12,9
9,14,14,9
9,15,15,9
9,16,16,9
8,16,16,9
8,17,17,9
9,17,17,9
8,18,18,9
9,19,18,9
8,21,21,9
8,22,22,9
8,23,23,9
8,24,24,9
8,26,25,9
8,25,25,9
8,27,27,9
8,28,27,9
8,29,29,9
8,30,30,9
8,31,31,9
8,32,32,9
8,34,33,9
8,33,33,9
8,35,33,9
8,36,36,9
8,38,37,9
8,37,37,9
8,39,39,9
8,40,40,9
8,41,40,9
8,43,42,9
8,42,42,9
8,44,44,9
8,45,45,9
8,46,46,9
8,48,47,9
8,47,47,9
8,49,49,9
8,50,50,9
8,52,51,9
8,53,53,9
8,55,53,9
8,54,53,9
8,56,56,9
8,57,57,9
8,58,58,9
8,59,59,9
8,61,60,9
8,60,60,9
8,62,62,9
8,63,63,9
8,64,63,9
8,65,65,9
8,66,66,9
8,67,67,9
8,68,68,9
8,69,69,9
8,70,70,9
8,71,71,9
8,72,71,9
8,73,73,9
8,74,74,9
8,75,75,9
8,76,76,9
8,77,77,9
8,78,78,9
8,79,79,9
8,3,3,10
11,4,4,10
10,5,5,10
10,6,6,10
9,7,7,10
9,9,8,10
11,11,8,10
11,12,12,10
10,10,8,10
11,12,12,10
10,13,12,10
10,14,14,10
10,15,15,10
10,16,16,10
10,17,17,10
9,18,18,10
9,20,20,10
9,21,21,10
9,22,22,10
9,23,23,10
9,24,24,10
9,26,25,10
9,25,25,10
9,28,27,10
9,27,27,10
9,29,29,10
9,30,30,10
9,31,31,10
9,32,32,10
9,35,33,10
9,33,33,10
9,34,33,10
9,36,36,10
9,37,37,10
9,38,37,10
9,39,39,10
9,41,40,10
9,42,42,10
9,43,42,10
9,44,44,10
9,45,45,10
9,46,46,10
9,47,47,10
8,51,51,10
9,54,53,10
9,55,53,10
9,56,56,10
9,57,57,10
9,58,58,10
9,59,59,10
9,61,60,10
9,60,60,10
9,62,62,10
9,63,63,10
9,64,63,10
9,65,65,10
9,66,66,10
9,67,67,10
9,68,68,10
9,69,69,10
9,70,70,10
9,71,71,10
9,72,71,10
9,73,73,10
9,74,74,10
9,75,75,10
9,76,76,10
9,77,77,10
9,78,78,10
9,79,79,10
9,3,3,11
12,4,4,11
11,5,5,11
11,6,6,11
10,7,7,11
9,8,8,11
12,12,12,11
12,11,8,11
11,10,8,11
12,12,12,11
11,13,12,11
12,13,12,11
11,14,14,11
11,15,15,11
11,16,16,11
11,17,17,11
10,18,18,11
10,19,18,11
10,20,20,11
10,21,21,11
10,22,22,11
10,23,23,11
10,24,24,11
10,25,25,11
10,26,25,11
10,27,27,11
10,28,27,11
10,29,29,11
10,30,30,11
10,31,31,11
10,32,32,11
10,35,33,11
10,34,33,11
10,33,33,11
10,36,36,11
10,37,37,11
10,38,37,11
10,39,39,11
9,40,40,11
9,48,47,11
9,49,49,11
9,50,50,11
9,52,51,11
10,55,53,11
10,55,53,11
10,56,56,11
10,56,56,11
10,57,57,11
10,58,58,11
10,59,59,11
10,61,60,11
10,60,60,11
10,62,62,11
10,64,63,11
10,65,65,11
10,66,66,11
10,3,3,12
13,4,4,12
12,5,5,12
12,6,6,12
11,7,7,12
11,9,8,12
13,12,12,12
12,10,8,12
13,11,8,12
13,12,12,12
13,13,12,12
12,14,14,12
12,15,15,12
12,16,16,12
12,17,17,12
11,19,18,12
11,18,18,12
11,20,20,12
11,22,22,12
11,26,25,12
11,27,27,12
11,28,27,12
11,29,29,12
11,30,30,12
11,31,31,12
11,32,32,12
11,33,33,12
11,35,33,12
11,36,36,12
11,38,37,12
11,39,39,12
10,40,40,12
10,41,40,12
10,42,42,12
10,43,42,12
10,44,44,12
10,45,45,12
10,46,46,12
10,47,47,12
10,48,47,12
10,49,49,12
10,50,50,12
10,51,51,12
10,52,51,12
10,53,53,12
11,55,53,12
11,56,56,12
11,56,56,12
10,63,63,12
10,67,67,12
10,68,68,12
10,69,69,12
10,70,70,12
10,72,71,12
10,71,71,12
10,73,73,12
10,74,74,12
10,75,75,12
10,76,76,12
10,77,77,12
10,78,78,12
10,79,79,12
14,4,4,13
13,5,5,13
12,7,7,13
14,11,8,13
14,13,12,13
13,14,14,13
14,13,12,13
14,12,12,13
13,14,14,13
13,15,15,13
13,16,16,13
13,17,17,13
12,19,18,13
12,18,18,13
12,20,20,13
11,21,21,13
12,22,22,13
11,23,23,13
11,24,24,13
12,26,25,13
12,27,27,13
12,27,27,13
12,28,27,13
12,29,29,13
12,30,30,13
12,31,31,13
12,35,33,13
12,36,36,13
12,36,36,13
12,38,37,13
12,39,39,13
12,39,39,13
11,40,40,13
11,41,40,13
11,42,42,13
11,43,42,13
11,44,44,13
11,45,45,13
11,46,46,13
11,48,47,13
11,47,47,13
11,49,49,13
11,50,50,13
11,52,51,13
11,51,51,13
11,54,53,13
11,53,53,13
11,57,57,13
11,58,58,13
11,59,59,13
11,60,60,13
11,61,60,13
11,62,62,13
11,64,63,13
11,63,63,13
11,65,65,13
11,66,66,13
11,67,67,13
11,68,68,13
11,69,69,13
11,70,70,13
11,72,71,13
11,71,71,13
11,73,73,13
11,74,74,13
11,75,75,13
11,76,76,13
11,77,77,13
11,78,78,13
11,79,79,13
11,3,3,14
15,4,4,14
14,5,5,14
13,6,6,14
13,7,7,14
16,11,8,14
15,13,12,14
15,11,8,14
14,14,14,14
14,10,8,14
15,13,12,14
15,12,12,14
14,14,14,14
14,15,15,14
14,16,16,14
14,17,17,14
13,18,18,14
13,19,18,14
13,20,20,14
12,21,21,14
13,23,23,14
12,23,23,14
12,24,24,14
12,25,25,14
13,26,25,14
13,27,27,14
13,28,27,14
13,29,29,14
12,32,32,14
13,35,33,14
13,36,36,14
13,38,37,14
13,36,36,14
13,38,37,14
12,37,37,14
12,40,40,14
12,41,40,14
12,43,42,14
12,42,42,14
12,44,44,14
12,45,45,14
12,46,46,14
12,47,47,14
12,48,47,14
12,49,49,14
12,50,50,14
12,51,51,14
12,52,51,14
